"Tue: Jan 27","INTERZONE","darkwave, EBM, industrial","F8 1192 Folsom (San Francisco)","9pm-2am","free b4 1030 / $5","21+","Hex Embrace, Visc, Impirumcrypt","https://www.facebook.com/events/784402261291616/","","46049.875"
"Tue: Jan 27","Fever Dream - Cole Grey, Minus Man","darkwave, synthpop, EBM, italo disco, minimal","Make-Out Room (San Francisco)","9:30pm-2am","free","21+","","http://www.makeoutroom.com/calendar.html","","46049.8958333333"
"Wed: Jan 28","Glaive - Y'all Tour","indie, pop, trap, EDM","August Hall (San Francisco)","8pm","","5+","","https://www.ticketmaster.com/glaive-yall-tour-san-francisco-california-01-28-2026/event/1C00634A0757E8EF","https://www.facebook.com/events/1445434033179759/","46050.8333333333"
"Wed: Jan 28","Mo","electropop, synthpop","The Independent (San Francisco)","8pm","$38.13","18+","","https://www.ticketweb.com/event/m-the-independent-tickets/13956954","","46050.8333333333"
"Wed: Jan 28","Maj & Que Lindo, Sara Afshar, Nisa","house","F8 1192 Folsom (San Francisco)","9pm-3am","free w/rsvp b4 11pm / $10","21+","Strut","https://www.eventbrite.com/e/strut-sf-f8-present-maj-que-lindo-tickets-1980524260377","","46050.875"
"Wed: Jan 28","Calitalo Disco - Nino Msk & Friends","afro house, italo disco, nu-disco, funky house, tropical house","Make-Out Room (San Francisco)","10pm-2am","free","21+","","http://www.makeoutroom.com/calendar.html","","46050.9166666667"
"Thu: Jan 29","Nightlife: Bay B Sol","soulful house, disco, funk","California Academy of Sciences (San Francisco)","6pm-10pm","$25","21+","","https://www.instagram.com/p/DTUw0UvFLHc/?img_index=1","https://www.calacademy.org/nightlife","46051.75"
"Thu: Jan 29","Quicksand","experimental, drum and bass, halftime, dancehall","Public Works Loft (San Francisco)","8pm-1am","$10-15","21+","","https://ra.co/events/2342334","https://www.instagram.com/p/DTQy93lEjV9/","46051.8333333333"
"Thu: Jan 29","Le Serpent, Mossmoss, Smokes, Zoz","deep house, techno","Underground (San Francisco)","9pm","","21+","","https://www.instagram.com/p/DTyYPS_knl2/","https://www.instagram.com/leserpent_sf/","46051.875"
"Thu: Jan 29","femmelectric","house","Phonobar (San Francisco)","9pm-1:30am","","21+","","https://www.instagram.com/p/DTEkxwpiU8a/","https://www.instagram.com/phonobarsf/","46051.875"
"Thu: Jan 29","Psoul at Moonglow","soulful house, deep house","Moonglow (Oakland)","9pm-11:59pm","free","21+","Glow End Theory","https://ra.co/events/2350595","","46051.875"
"Thu: Jan 29","Pr808 Latin Rave - Slayy","tech house, latin bass, baile funk, techno","Reunion Underground (Sacramento)","9pm-2am","","21+","Space Cloud","https://www.instagram.com/p/DT1JpavEoq3/?img_index=1","https://www.instagram.com/spacecloudvibez/","46051.875"
"Thu: Jan 29","Secret Guests Meets San Francisco: Bytz, Jkind, Melotronix","house","F8 1192 Folsom (San Francisco)","9pm-2am","free","21+","Secret Guests, F8","https://ra.co/events/2349932","","46051.875"
"Thu: Jan 29","From the Kitchen: Lil Laurie, C Note, Baked Bre","speed house, uk garage, hard groove","Flamingo House (Sacramento)","9:30pm","","21+","","https://www.instagram.com/p/DTirPYDAfuX/?img_index=1","https://www.instagram.com/_let.her.cook_/","46051.8958333333"
"Thu: Jan 29","House Meets Hyphy: Cardim DJ Schlat, Droq, Big 5, Staege","house","288 G St (Davis)","9:30pm-1:30am","","21+","Fivepercent Studios, G Thang","https://www.instagram.com/p/DTTqvk0kkN8/","","46051.8958333333"
"Fri: Jan 30","Cafe Con Sabor","house","The Queen Bean Coffee and Social House (Modesto)","4pm-9pm","","","DynamiQ","https://posh.vip/f/52f3e?t=linktree","","46052.6666666667"
"Fri: Jan 30","Ofenbach","synthpop, pop EDM","Rickshaw Stop (San Francisco)","8pm","$28.83","18+","Popscene","https://wl.seetickets.us/event/ofenbach/653841?afflky=POPSCENEPresents","","46052.8333333333"
"Fri: Jan 30","Level 33: AKV, Almas, Brandon Oliver, Treehaus, Sav, Xouchi","trance, progressive house, tech house, bass house","Reunion Kitchen And Bar (Sacramento)","8pm-1:30am","$12.51","21+","Polaris, We Already Here","https://www.eventbrite.com/e/polaris-x-wah-presents-level-33-tickets-1980352145577","https://www.instagram.com/reel/DTbD566EhDJ/","46052.8333333333"
"Fri: Jan 30","Yunit, Mxrly, Chiyoko","dubstep, bass music, riddim","The Guildhouse (San Jose)","8pm-1am","$15-25 pre / $30","18+","Basswoods Events, MightyHeavy","https://posh.vip/e/yuinit?t=19hz","https://www.instagram.com/basswoods.events","46052.8333333333"
"Fri: Jan 30","Mike Bee & Joel Conway, AGROPOL, DJ Panderer","funky house, tech house, acid, techno","Public Works Loft (San Francisco)","8pm-2am","free w/rsvp b4 10pm / 11.45","21+","Local 500","https://ra.co/events/2350513","https://publicsf.com/calendar","46052.8333333333"
"Fri: Jan 30","Hops & House","house, tech house, breaks, EDM","Flagship Taproom (Santa Rosa)","8:30pm-1:30am","free","21 and up","Jay 2The SUN Events","https://jay2thesun.com/","https://facebook.com/events/s/hops-house/1232689602089272/","46052.8541666667"
"Fri: Jan 30","Justin Martin","tech house, funky house","The Flamingo House (Sacramento)","8:30pm-12:30am","$28.33","21+","","https://dice.fm/event/dk3wre-justin-martin-at-the-flamingo-house-30th-jan-the-flamingo-house-sacramento-tickets","","46052.8541666667"
"Fri: Jan 30","2010s Night","top 40, EDM","Arcata Lounge (Arcata)","9pm","$5 b4 9 / $10","18+","Nvsky Productions","https://www.instagram.com/p/DTCGY0QESGA/","https://www.instagram.com/nvskyproductions/","46052.875"
"Fri: Jan 30","Chinatown After Dark","house, tech house","Mr. Mahjong's (San Francisco)","9pm","free w/rsvp","21+","Nu Tekno","https://ra.co/events/2337217","","46052.875"
"Fri: Jan 30","Dance Party w/ DJs Spinorita, Nina Sol, Noel","house, soulful house, disco","Thee Stork Club (Oakland)","9pm","$10","21+","","https://wl.eventim.us/event/dance-party-w-djs-spinorita-la-nina-sol-noel/676669?afflky=TheeStorkClub","","46052.875"
"Fri: Jan 30","Four Square ft. Frak, Nef The Pharaoh, 1100 Himself, Stunnaman02","hip-hop","The Independent (San Francisco)","9pm","$32+","18+","","https://www.ticketweb.com/event/four-square-the-independent-tickets/14687223?pl=independentsf&REFID=clientsitewp","https://www.facebook.com/events/688533334314469/","46052.875"
"Fri: Jan 30","Global Grooves: J Key, On the Rocks","house, funk","Phonobar (San Francisco)","9pm-1:30am","","21+","","https://www.instagram.com/p/DTEkxwpiU8a/","https://www.instagram.com/phonobarsf/","46052.875"
"Fri: Jan 30","Plo Man, DJ Spence","techno, acid house, jungle","Bar Part Time (San Francisco)","9pm-1:30am","","21+","","https://www.instagram.com/p/DTB54aNj4bI/","https://www.instagram.com/barparttime/","46052.875"
"Fri: Jan 30","Himali & Camillionaire","house, bass music","Moonglow (Oakland)","9pm-11:59pm","free","21+","Glow End Theory","https://ra.co/events/2350601","","46052.875"
"Fri: Jan 30","Yuka Yu","house, tech house, r&b","Mr. Mahjong's (San Francisco)","9pm-1am","free","21+","Nu Tekno","https://www.eventbrite.com/e/1979568313113","","46052.875"
"Fri: Jan 30","Circuit Papi SF 2 Yr Anniversary w/DJ Jerac","latin house, tribal house, circuit house","Beaux (San Francisco)","9pm-2am","$18+","21+","Club Papi Productions","https://www.eventbrite.com/e/circuit-papi-sf-2-yr-anniversary-wdj-jerac-colombia-beaux-nightclub-tickets-1978763433697","","46052.875"
"Fri: Jan 30","Just Dance: Snaq, Estrella, Bhaounceout, Estellita, Ketamine Princess, Shmunty","hard techno, techno, tech house, trap, r&b, baile funk, brazilian funk, dubstep, bass music","Club Waziema (San Francisco)","9pm-2am","$15","21+","","https://www.instagram.com/p/DTGpMB9Eogj/","","46052.875"
"Fri: Jan 30","Nikita The Wicked","dubstep, uk garage","The Midway (San Francisco)","9pm-2am","$20-31","21+","","https://www.tixr.com/groups/midwaysf/events/nikita-the-wicked-165001","","46052.875"
"Fri: Jan 30","Slurrp - Crystallized: Galvanize, Sequoixa, Dommy G, Will Vitagliano, Mel Farr","tech house, progressive house, melodic techno, pop","DNA Lounge (San Francisco)","9pm-2am","$10-16 pre / $22","21+","","https://www.dnalounge.com/calendar/2026/01-30d.html","","46052.875"
"Fri: Jan 30","Slurrp: Crystallized","house, techno, tech house, uk garage, melodic techno, pop","DNA Lounge (San Francisco)","9pm-2am","$10-16 pre / $22","21+","Slurrp","https://www.dnalounge.com/calendar/2026/01-30d.html","https://www.instagram.com/slurrp_sf","46052.875"
"Fri: Jan 30","Yala Papa - Latin X Middle Eastern Gay Party","reggaeton, perreo, arabic pop, latin club","The Stud (San Francisco)","9pm-2am","$18+","21+","Hump Events","https://www.eventbrite.com/e/yala-papa-san-francisco-debut-the-gay-latin-x-middle-eastern-party-tickets-1970805942627","https://humpevents.com/yala-papa-sf","46052.875"
"Fri: Jan 30","Sparrow","afro house, progressive house","Madarae (San Francisco)","9pm-3am","$18-23+","21+","All I Need Events","https://posh.vip/e/sparrow-afro-house-at-madarae","","46052.875"
"Fri: Jan 30","Arvin T, Elz, Amatric, Lord of the Rats, Aaron F, CIRA b2b Evbot, DJ Playstation b2b Angello, Discoesq, Kanela b2b JRex","italo disco, progressive house, synthpop","Monarch (San Francisco)","9:30pm-2:30am","$19.90-25.45","21+","Empress SF, Ntwicid, Planet Synth","https://ra.co/events/2334065","","46052.8958333333"
"Fri: Jan 30","Bad Bunny Night: OtebNSOlrac","reggaeton, latin house, pop, top 40","DNA Lounge (San Francisco)","9:30pm-2am","$10-15 pre / $22","18+","","https://www.dnalounge.com/calendar/2026/01-30.html","","46052.8958333333"
"Fri: Jan 30","Boombox Cartel","trap, dubstep, big room","Pure Nightclub (Sunnyvale)","10pm","$15-24","21+","","https://www.tixr.com/groups/purenightclub/events/boombox-cartel-166582","https://www.facebook.com/events/1444966733724130/","46052.9166666667"
"Fri: Jan 30","Camoufly","house","1015 Folsom (San Francisco)","10pm","$19.47-25.55","21+","DJ Dials, Give Until Gone","https://wl.eventim.us/event/camoufly/670170?afflky=1015Folsom","","46052.9166666667"
"Fri: Jan 30","Jus Dance Feat. Mr. V","deep house, tech house, disco","Cardiff Lounge (Campbell)","10pm-1:30am","free w/rsvp","21+","Sole Channel Events","https://ra.co/events/2340353","","46052.9166666667"
"Fri: Jan 30","0.809722222","progressive house","Audio (San Francisco)","10pm-2am","$10 pre / $16","21+","","https://ra.co/events/2320594","https://www.eventbrite.com/e/1926-tickets-1976961112907","46052.9166666667"
"Fri: Jan 30","Friday I'm in Love w/DJ 2shy-shy, melt","disco, new wave, italo disco, electro, cumbia, hip-hop, reggaeton","Make-Out Room (San Francisco)","10pm-2am","$10","21+","","http://www.makeoutroom.com/calendar.html","","46052.9166666667"
"Fri: Jan 30","Hawthorn w/ DJ Knives + Bonaparte Room Collective","hip-hop, top 40, house, tech house, EDM","Hawthorn (San Francisco)","10pm-2am","free w/rsvp b4 11pm / $15","21+","","https://www.eventbrite.com/e/hawthorn-w-dj-knives-bonaparte-room-collective-tickets-1980048164361","","46052.9166666667"
"Fri: Jan 30","Recreation 006: Pushloop, Kimothy Leary, Khariszma, Eklektik","dubstep, bass music, drum and bass","7th West (Oakland)","10pm-2am","$5-20","21+","Sounds of the Soil, Chandra Bass","https://www.eventbrite.com/e/recreation-006-with-pushloop-tickets-1975166746910","https://www.instagram.com/soundsofthesoil/p/DRX9f3KErik/","46052.9166666667"
"Fri: Jan 30","Take Me To Tequila Featuring Jayvi Velaso, Del Real, Dnsb","house","Torch Rooftop Bar (Oakland)","10pm-2am","$10-20","21+","Take Me to Tequila","https://www.eventbrite.com/e/tmtt-at-torch-tickets-1980615397972","","46052.9166666667"
"Fri: Jan 30","Hardcore Starz: Flapjack, Technopagan, Love2Hate, Nowhere Girl, Vayne, Sophiaaaahjkl;8901, Doggiechow, Queermom","hardcore, happy hardcore","F8 1192 Folsom (San Francisco)","10pm-3am","$15-20","21+","Generaiderz, Bounce House","https://ra.co/events/2316381","https://www.instagram.com/p/DRsybSogbyY/","46052.9166666667"
"Fri: Jan 30","Oliver Smith, Jawba, Left on Read","trance, progressive house","Halcyon (San Francisco)","10pm-4am","$12 b4 11 / $19-30","21+","","https://dice.fm/event/l8odqp-oliver-smith-30th-jan-halcyon-sf-san-francisco-tickets","","46052.9166666667"
"Fri: Jan 30","Ivan Iacobucci, Stella Fiore, Klaus Ahlers, James Houdini","house, techno","TBA (San Francisco)","10pm-6am","$22.85-34","21+","Black & White ","https://ra.co/events/2347403","https://blackandwhiteartists.com","46052.9166666667"
"Fri: Jan 30","Haause Collective | January Program: LORENZ, Karosanto, DJ Chilling","progressive house, melodic house, deep house","Asiento (San Francisco)","11pm-1am","free","21+","","https://ra.co/events/2343966","https://partiful.com/e/QolvZvUeTFE3vEJ5ySs8?","46052.9583333333"
"Sat: Jan 31","Nyx - Late Night Clubbing #010  w/ Surprise Guest","house","TBA (San Francisco)","2am-6am","","21+","Nyx: LateaNight","https://posh.vip/e/nyx-late-night-clubbing-006-friday-w-surprise-guest-12","","46053.0833333333"
"Sat: Jan 31","Good Question, Soulfunky, Fusion","house","Hedge Coffee (San Francisco)","11am-5pm","free","21+","Lose Yourself","https://www.instagram.com/p/DS-Y1Qtk3YJ/","https://www.instagram.com/lose_yourself_music/","46053.4583333333"
"Sat: Jan 31","Club Coven Vrs New Wave Society","goth, dark electro, darkwave, new wave, post-punk, industrial, 80s synthpop","Old Ironsides (Sacramento)","8pm","$10","21+","","https://www.facebook.com/events/3752305858235509/","","46053.8333333333"
"Sat: Jan 31","Two Friends","big room house","The Midway (San Francisco)","8pm-12am","$55-80","21+","","https://www.tixr.com/groups/midwaysf/events/two-friends-166459","","46053.8333333333"
